id,height,latitude,longitude,name,Bundesland
3735,455,48.2635,12.276,Obertaufkirchen,Bayern
3739,596,49.4521,12.4365,Oberviechtach,Bayern
3761,276,49.207,9.5176,÷hringen,Baden-W¸rttemberg
3775,100,50.1029,8.7468,Offenbach/Main,(Zentrallabor)
3791,11,53.1763,8.1824,Oldenburg,Niedersachsen
3811,150,51.296,13.0928,Oschatz,Sachsen
3815,95,52.2553,8.0534,Osnabr¸ck,Niedersachsen
3821,246,51.0873,11.9293,Osterfeld,Sachsen-Anhalt
3836,314,50.4538,10.2211,Ostheim,v.d.
3857,886,47.6362,10.3892,Oy-Mittelberg-Petersthal,Bayern
3868,1,53.0802,7.3845,Papenburg-Weiﬂenburg,Niedersachsen
3873,4,54.3667,13.0833,Parow,(Flugplatz)
3875,549,49.151,11.6896,Parsberg/Oberpfalz-Eglwang,Bayern
3879,409,48.5779,13.4694,Passau-Oberhaus,Bayern
3897,2,54.0893,10.8773,Pelzerhaken,Schleswig-Holstein
3904,152,49.5354,6.3789,Perl-Nennig,Saarland
3921,396,49.85,7.6,Pferdsfeld,Rheinland-Pfalz
3925,332,48.9329,8.6973,Pforzheim-Ispringen,Baden-W¸rttemberg
3927,630,47.9345,9.2869,Pfullendorf,Baden-W¸rttemberg
3939,385,49.1912,7.5879,Pirmasens,Rheinland-Pfalz
3946,387,50.4818,12.13,Plauen,Sachsen
3975,522,49.4777,11.5357,Pommelsbrunn-Mittelburg,Bayern
3987,81,52.3812,13.0622,Potsdam,Brandenburg
3997,100,51.6667,14.6333,Preschen,(Flugplatz)
4024,40,54.3643,13.4771,Putbus,Mecklenburg-Vorpommern
4026,1,54.5,11.2167,Puttgarden,Schleswig-Holstein
4032,142,51.7953,11.132,Quedlinburg,Sachsen-Anhalt
4036,204,51.3895,11.5412,Querfurt-M¸hle,Lodersleben
4039,11,53.7331,9.8776,Quickborn,Schleswig-Holstein
4063,41,52.4461,8.5906,Rahden-Kleinendorf,Nordrhein-Westfalen
4094,441,47.8062,9.6206,"Weingarten,",Kr.
4104,365,49.0425,12.1019,Regensburg,Bayern
4127,347,50.9906,7.6958,Reichshof-Eckenhagen,Nordrhein-Westfalen
4154,345,51.18,7.2505,Remscheid-Lennep,Nordrhein-Westfalen
4160,478,48.7425,8.924,Renningen-Ihinger,Hof
4169,131,48.6703,7.9939,Rheinau-Memprechtshofen,Baden-W¸rttemberg
4174,40,52.2887,7.3866,Rheine-Bentlage,Nordrhein-Westfalen
4175,283,47.559,7.7721,Rheinfelden,Baden-W¸rttemberg
4177,116,48.9726,8.3301,Rheinstetten,Baden-W¸rttemberg
4189,534,48.1479,9.4596,"Altheim,",Kreis
4190,526,48.1667,9.5,Riedlingen,(A)
4261,442,47.8753,12.128,Rosenheim,Bayern
4271,4,54.1803,12.0808,Rostock-Warnem¸nde,Mecklenburg-Vorpommern
4275,32,53.1288,9.3398,Rotenburg,(W¸mme)
4280,386,49.2162,11.1035,Roth,Bayern
4281,635,50.9304,8.1924,Rothaargebirge,Nordrhein-Westfalen
4287,415,49.3848,10.1732,Rothenburg,ob
4300,589,48.1815,8.6356,Rottweil,Baden-W¸rttemberg
4301,102,49.8502,7.871,"Kreuznach,",Bad
4323,461,49.6468,7.8837,Ruppertsecken,Rheinland-Pfalz
4336,320,49.2128,7.1077,Saarbr¸cken-Ensheim,Saarland
4349,251,48.9569,9.0711,Sachsenheim,Baden-W¸rttemberg
4354,457,48.7832,13.3146,Saldenburg-Entschenreuth,Bayern
4371,135,52.1042,8.7521,"Salzuflen,",Bad
4377,518,50.3518,10.0034,Sandberg,Bayern
4393,5,54.3279,8.6031,Sankt,Peter-Ording
4411,155,49.9195,8.9671,Schaafheim-Schlierbach,Hessen
4425,569,49.4864,7.029,Schaumberg-Tholey,Saarland
4445,609,51.7658,10.6533,Wernigerode-Schierke,Sachsen-Anhalt
4464,501,50.5679,11.8041,Schleiz,Th¸ringen
4466,43,54.5275,9.5487,Schleswig,Schleswig-Holstein
4480,230,50.3447,9.5533,Schl¸chtern-Herolz,Hessen
4485,296,50.725,10.4539,"Schmalkalden,",Kurort
4501,938,50.6545,10.7696,Schm¸cke,Th¸ringen
4508,649,50.2968,6.4194,Schneifelforsthaus,Rheinland-Pfalz
4548,608,50.1847,12.0791,Schˆnwald/Ofr.-Brunn,Bayern
4559,398,49.1644,12.6175,Schorndorf-Knˆbling,Bayern
4560,265,50.4925,9.1226,Schotten,Hessen
4592,356,49.3278,12.0871,Schwandorf,Bayern
4605,277,50.6441,11.1936,Schwarzburg,Th¸ringen
4625,59,53.6424,11.3871,Schwerin,Mecklenburg-Vorpommern
4629,37,54.5166,9.142,Schwesing,Schleswig-Holstein
4642,21,52.8911,11.7297,Seehausen,Sachsen-Anhalt
4651,186,51.904,10.1885,Seesen,Niedersachsen
4665,431,49.5281,7.0417,Selbach,(Tholey)
4692,229,50.8534,7.9966,Siegen,(Kl‰ranlage)
4702,645,48.1,9.25,Sigmaringen,(Flugplatz)
4703,581,48.0719,9.1943,Sigmaringen-Laiz,Baden-W¸rttemberg
4704,508,47.5776,9.7404,Sigmarszell-Zeisertsweiler,Bayern
4706,358,48.2718,13.0273,Simbach/Inn,Bayern
4709,445,49.9996,7.5981,Simmern-Wahlbach,Rheinland-Pfalz
4719,169,49.2447,8.8787,Sinsheim,Baden-W¸rttemberg
4745,75,52.9604,9.793,Soltau,Niedersachsen
4748,221,51.352,10.9059,Sondershausen,Th¸ringen
4752,626,50.3746,11.1828,Sonneberg-Neufang,Th¸ringen
4763,265,51.0607,9.9266,Sontra,Hessen
4813,318,50.0806,11.0466,"Staffelstein,",Bad-Stublang
4841,1,53.6946,8.8735,"Steinau,",Kr.
4857,1,53.5534,9.6097,Mittelnkirchen-Hohenfelde,Niedersachsen
4878,504,51.6646,10.8811,Oberharz,am
4887,734,48.6656,9.8648,Stˆtten,Baden-W¸rttemberg
4896,40,54.6654,9.805,Wagersrott,Schleswig-Holstein
4911,351,48.8275,12.5597,Straubing,Bayern
4926,224,48.7896,9.2167,Stuttgart,(Neckartal)
4927,286,48.7693,9.1814,Stuttgart-Stadt,Baden-W¸rttemberg
4928,314,48.8281,9.2,Stuttgart,(Schnarrenberg)
4931,371,48.6883,9.2235,Stuttgart-Echterdingen,Baden-W¸rttemberg
4950,505,50.6171,10.6587,Suhl,Th¸ringen
4978,395,50.639,10.0228,Tann/Rhˆn,Hessen
4997,196,50.9771,12.3419,Starkenberg-Tegkwitz,Th¸ringen
5009,33,53.7611,12.5574,Teterow,Mecklenburg-Vorpommern
5014,7,53.2758,8.9857,Worpswede-H¸ttenbusch,Niedersachsen
5017,633,50.4002,11.3888,Teuschnitz,Bayern
5029,386,49.4737,7.0385,Tholey,Saarland
5046,501,49.8576,12.3542,Tirschenreuth-Loderm¸hl,Bayern
5063,724,47.7566,11.5819,"Tˆlz,",Bad
5064,37,51.2897,6.4437,Tˆnisvorst,Nordrhein-Westfalen
5097,10,54.0661,12.7675,Tribsees,Mecklenburg-Vorpommern
5099,132,49.7326,6.6131,Trier-Zewen,Rheinland-Pfalz
5100,265,49.7479,6.6583,Trier-Petrisberg,Rheinland-Pfalz
5109,69,53.5998,13.3039,Trollenhagen,Mecklenburg-Vorpommern
5111,560,48.0311,12.5396,Trostberg,Bayern
5120,370,48.5198,9.0515,T¸bingen,Baden-W¸rttemberg
5133,295,51.3344,8.9132,Twistetal-M¸hlhausen,Hessen
5142,1,53.7445,14.0698,Ueckerm¸nde,Mecklenburg-Vorpommern
5146,50,52.9414,10.5289,Uelzen,Niedersachsen
5149,306,49.5741,10.1915,Gollhofen,Bayern
5155,567,48.3837,9.9524,Ulm,Baden-W¸rttemberg
5158,159,52.1601,11.1759,Ummendorf,Sachsen-Anhalt
5229,719,48.0453,8.4608,Villingen-Schwenningen,Baden-W¸rttemberg
5275,105,49.2445,8.5374,Wagh‰usel-Kirrlach,Baden-W¸rttemberg
5277,349,50.8119,9.128,Wahlen,Hessen
5279,176,51.6194,9.5749,Wesertal-Lippoldsberg,Hessen
5280,35,53.9224,10.2267,Wittenborn,Schleswig-Holstein
5300,380,50.2596,8.3607,Waldems-Reinborn,Hessen
5335,352,50.8963,10.5483,Waltershausen,Th¸ringen
5347,236,51.5039,9.1118,Warburg,Nordrhein-Westfalen
5349,73,53.5196,12.6654,Waren,(M¸ritz)
5371,920,50.4973,9.9427,Wasserkuppe,Hessen
5397,440,49.6662,12.1844,Weiden,Bayern
5404,477,48.4024,11.6946,Weihenstephan-D¸rnast,Bayern
5419,264,50.9751,11.3076,Weimar,Th¸ringen
5424,328,51.0177,11.3544,Weimar-Schˆndorf,Th¸ringen
5426,553,49.3758,8.1212,Weinbiet,Rheinland-Pfalz
5433,380,49.5534,6.812,Weiskirchen/Saar,Saarland
5440,439,49.0115,10.9308,Weiﬂenburg-Emetzheim,Bayern
5467,1832,47.7035,12.0119,Wendelstein,Bayern
5480,85,51.5763,7.8879,Werl,Nordrhein-Westfalen
5490,233,51.8454,10.7686,Wernigerode,Sachsen-Anhalt
5516,3,54.5283,11.0606,Fehmarn,Schleswig-Holstein
5538,551,47.8827,11.1576,Wielenbach,(Demollstr.)
5541,263,50.1321,8.3169,Wiesbaden-Auringen,Hessen
5546,187,52.1206,12.4586,Wiesenburg,Brandenburg
5562,571,48.6516,8.6801,Neubulach-Oberhaugstett,Baden-W¸rttemberg
5564,88,51.1167,6.2167,Wildenrath,Nordrhein-Westfalen
5629,105,51.8891,12.6446,Wittenberg,Sachsen-Anhalt
5640,10,53.5503,7.6672,Wittmundhafen,Niedersachsen
5642,72,53.1833,12.5167,Wittstock,Brandenburg
5643,68,53.1864,12.4949,Wittstock-Rote,M¸hle
5663,118,53.4618,13.6099,Woldegk,Mecklenburg-Vorpommern
5664,296,48.2953,8.2391,Wolfach,Baden-W¸rttemberg
5676,82,52.3962,10.6892,Wolfsburg,(S¸dwest)
5688,880,47.7003,8.1057,Dachsberg-Wolpadingen,Baden-W¸rttemberg
5692,88,49.6051,8.3659,Worms,Rheinland-Pfalz
5697,10,52.6167,14.2333,Wriezen,Brandenburg
5705,268,49.7704,9.9576,W¸rzburg,Bayern
5715,49,52.4626,9.4245,Wunstorf,Niedersachsen
5717,134,51.2256,7.1052,Wuppertal-Buchenhofen,Nordrhein-Westfalen
5719,235,51.2051,7.2,Remscheid,Nordrhein-Westfalen
5731,395,47.6783,8.3801,Wutˆschingen-Ofteringen,Baden-W¸rttemberg
5745,51,52.9663,13.3268,Zehdenick,Brandenburg
5750,264,51.0314,12.1495,Zeitz,Sachsen-Anhalt
5779,877,50.7313,13.7516,Zinnwald-Georgenfeld,Sachsen
5792,2965,47.421,10.9848,Zugspitze,Bayern
5797,349,50.6879,12.4329,Lichtentanne,Sachsen
5800,615,49.028,13.2385,Zwiesel,Bayern
5822,40,52.863,8.6988,Bassum,Niedersachsen
5825,40,52.6198,12.7867,Berge,Brandenburg
5839,0,53.3881,7.2287,Emden,Niedersachsen
5856,476,48.5451,13.3532,F¸rstenzell,Bayern
5871,497,49.9463,7.2645,Hahn,Rheinland-Pfalz
5906,98,49.5063,8.5584,Mannheim,Baden-W¸rttemberg
5930,1,54.641,10.0238,Schˆnhagen,(Ostseebad)
5941,686,47.6754,12.4698,Reit,im
6093,62,53.2139,10.4704,Wendisch,Evern
6105,14,54.3194,9.8051,Ostenfeld,(Rendsburg)
6109,51,53.3837,14.3727,Grambow-Schwennenz,Mecklenburg-Vorpommern
6123,53,54.1833,7.8833,Helgoland,(Flugplatz)
6124,14,53.8,7.9,Wangerooge,(A)
6129,291,51.0593,14.4266,Sohland/Spree,Sachsen
6157,8,53.641,8.0808,Wangerland-Hooksiel,Niedersachsen
6158,454,49.2249,10.6085,Weidenbach-Weiherschneidbach,Bayern
6159,8,52.9542,7.3196,Dˆrpen,Niedersachsen
6163,27,54.1654,10.3519,Dˆrnick,Schleswig-Holstein
6170,39,52.0192,14.7254,Coschen,Brandenburg
6182,404,48.7757,12.1743,Mallersdorf-Pfaffenberg,Bayern
6184,6,53.5333,8.1667,Wilhelmshaven,(Flugplatz)
6186,268,50.1989,7.8651,Nast‰tten,Rheinland-Pfalz
6189,34,53.1333,9.35,Rotenburg,(W¸mme)
6197,258,51.8664,9.271,L¸gde-Paenbruch,Nordrhein-Westfalen
6199,17,54.2484,13.0418,Steinhagen-Negast,Mecklenburg-Vorpommern
6217,190,49.2406,6.9351,Saarbr¸cken-Burbach,Saarland
6242,64,50.4088,7.489,M¸lheim-K‰rlich,Rheinland-Pfalz
6243,96,49.2506,8.4422,Philippsburg,KKW
6244,145,49.365,9.0804,Obrigheim,Baden-W¸rttemberg
6245,180,49.0423,9.1733,Neckarwestheim,KKW
6246,368,47.6213,8.2167,Waldshut,KKW
6247,307,47.6078,8.1813,Dogern,(Leibstadt)
6249,350,50.3485,11.0313,Rˆdental-Schˆnst‰dt,(Speicher)
6254,19,53.5408,9.9528,Hamburg-Lotsenhˆft,Hamburg
6255,351,49.4667,6.3968,Perl/Saar,Saarland
6256,201,47.91,7.5838,Bremgarten,(Fessenheim)
6258,461,47.6845,9.4409,Friedrichshafen-Unterraderach,Baden-W¸rttemberg
6259,524,49.021,9.6033,Groﬂerlach-Mannenweiler,Baden-W¸rttemberg
6260,385,49.3328,9.704,Ingelfingen-Stachenhausen,Baden-W¸rttemberg
6262,412,48.7695,9.8737,Schw‰bisch,Gm¸nd-Weiler
6263,445,47.7738,8.8219,Singen,Baden-W¸rttemberg
6264,457,51.414,8.65,Brilon-Th¸len,Nordrhein-Westfalen
6265,36,52.3613,12.3867,Wusterwitz,Brandenburg
6266,112,52.0304,10.9626,Huy-Pabstorf,Sachsen-Anhalt
6272,283,50.8426,10.2518,Moorgrund,Gr‰fen-Nitzendorf
6273,36,52.5075,11.8551,Demker,Sachsen-Anhalt
6275,325,48.6705,9.4627,Notzingen,Baden-W¸rttemberg
6292,5,54.6833,6.7833,Nordseeboje,3
6305,193,51.2061,10.4978,M¸hlhausen/Th¸ringen-Gˆrmar,Th¸ringen
6310,1,54.1049,13.8239,Karlshagen,Mecklenburg-Vorpommern
6312,362,49.5314,10.6418,Markt,Erlbach-Mosbach
6314,306,51.0507,13.3003,Nossen,Sachsen
6320,560,50.2272,6.7524,Kirchweiler,Rheinland-Pfalz
6329,128,49.8559,7.9806,Sprendlingen,Rheinland-Pfalz
6333,650,49.7286,7.1289,H¸ttgeswasen,Rheinland-Pfalz
6336,288,50.0132,9.654,Lohr/Main-Halsbach,Bayern
6337,59,51.7663,7.5194,L¸dinghausen-Brochtrup,Nordrhein-Westfalen
6344,168,50.394,8.1423,Runkel-Ennerich,Hessen
6346,531,48.207,11.2035,Maisach-Galgen,Bayern
6347,305,50.0579,10.2972,Schonungen-Mainberg,Bayern
7075,429,48.702,11.8493,Elsendorf-Horneck,Bayern
7099,187,52.0111,10.3966,Liebenburg-Othfresen,Niedersachsen
7105,719,47.835,12.6548,Siegsdorf-Hˆll,Bayern
7106,105,52.0714,8.4565,Bielefeld-Deppendorf,Nordrhein-Westfalen
7187,194,49.7636,9.4063,Freudenberg/Main-Boxtal,Baden-W¸rttemberg
7244,62,53.1424,13.0319,Neuglobsow,(HM)
7298,5,54.5268,9.0425,Hattstedt,Schleswig-Holstein
7319,435,48.7374,10.7393,Donauwˆrth-Osterweiler,Bayern
7321,160,51.1507,11.3321,Olbersleben,Th¸ringen
7325,2650,47.4167,10.9794,Schneefernerhaus,Bayern
7329,465,50.5467,12.2863,Treuen,Sachsen
7330,159,51.4633,7.978,Arnsberg-Neheim,Nordrhein-Westfalen
7331,467,48.6099,10.2674,Hermaringen-Allewind,Baden-W¸rttemberg
7340,84,50.3713,7.5791,Koblenz,(Falckensteinkaserne)
7341,119,50.09,8.7862,Offenbach-Wetterpark,Hessen
7343,689,50.62,13.4817,Deutschneudorf-Br¸derwiese,Sachsen
7350,585,49.1088,12.8231,Prackenbach-Neuh‰usl,Bayern
7351,116,53.3176,13.4175,Feldberg/Mecklenburg,Mecklenburg-Vorpommern
7364,74,51.6818,12.3053,Jeﬂnitz,Sachsen-Anhalt
7367,144,51.9643,9.8072,Alfeld,Niedersachsen
7368,312,51.0007,10.3621,Eisenach,Th¸ringen
7369,475,49.1623,10.3661,Feuchtwangen-Heilbronn,Bayern
7370,499,49.391,12.6838,Waldm¸nchen,Bayern
7373,3,53.5984,6.7024,Borkum-Flugplatz,Niedersachsen
7374,46,52.0813,6.9409,Ahaus,Nordrhein-Westfalen
7389,82,52.7461,13.8427,Heckelberg,Brandenburg
7393,116,51.4492,14.2533,Hoyerswerda,Sachsen
7394,622,50.0315,11.9745,Wunsiedel-Schˆnbrunn,Bayern
7395,351,48.6595,12.5388,Gottfrieding,Bayern
7396,740,50.5084,9.2246,Hoherodskopf/Vogelsberg,Hessen
7403,672,47.7955,10.0325,Leutkirch-Herlazhofen,Baden-W¸rttemberg
7410,350,50.7513,9.0224,Neu-Ulrichstein,Hessen
7412,340,50.0083,9.4238,Neuh¸tten/Spessart,Bayern
7419,389,50.661,12.0756,Langenwetzendorf-Gˆttendorf,Th¸ringen
7420,246,51.1044,11.7112,Naumburg/Saale-Kreipitzsch,Sachsen-Anhalt
7424,457,47.7724,12.9073,Piding,Bayern
7427,17,54.0188,9.9255,Padenstedt,(Pony-Park)
7428,397,50.4167,10.8156,Veilsdorf,Th¸ringen
7431,604,48.013,11.5524,Oberhaching-Laufzorn,Bayern
7432,72,52.6423,10.6627,Wittingen-Vorhop,Niedersachsen
13670,24,51.5088,6.7018,Duisburg-Baerl,Nordrhein-Westfalen
13674,237,49.2943,8.9053,Waibstadt,Baden-W¸rttemberg
13675,77,52.0818,9.4077,Hameln-Hastenbeck,Niedersachsen
13696,60,51.5966,7.4048,Waltrop-Abdinghof,Nordrhein-Westfalen
13700,203,51.3329,7.3412,Gevelsberg-Oberbrˆking,Nordrhein-Westfalen
13710,490,48.5734,12.2576,Landshut-Reithof,Bayern
13711,289,50.682,11.515,Krˆlpa-Rockendorf,Th¸ringen
13713,386,51.0899,7.6289,Meinerzhagen-Redlendorf,Nordrhein-Westfalen
13776,85,52.1789,9.9524,Hildesheim-Drispenstedt,Niedersachsen
13777,110,52.2467,10.9592,Helmstedt-Emmerstedt,Niedersachsen
13903,15,54.0167,8.3167,Bake,Zulu
13904,3,55,6.3333,Nordseeboje,2
13965,619,48.2639,8.8134,Balingen-Bronnhaupten,Baden-W¸rttemberg
14006,145,49.3683,8.1854,Muﬂbach,(Neustadt)
14007,164,49.9596,8.236,Mainz-Marienborn,Rheinland-Pfalz
14008,245,49.8228,8.1044,Rommersheim,(Eichenhof)
14009,110,49.401,8.3478,Schifferstadt,Rheinland-Pfalz
14010,274,50.5582,7.0317,Esch/Swistbach,Rheinland-Pfalz
14011,309,50.4528,7.6528,Grenzau,Rheinland-Pfalz
14013,128,49.8464,8.346,Oppenheim/,Rhein
14014,214,49.7271,8.1168,Kettenheim,(Eichhof)
14015,388,50.1587,7.4972,Gondershausen,Rheinland-Pfalz
14016,98,49.5871,8.3414,Kleinniedesheim,Rheinland-Pfalz
14017,127,49.1581,8.2536,Herxheimweyher,Rheinland-Pfalz
14018,180,49.5189,8.1875,Dackenheim/Pfalz,Rheinland-Pfalz
14019,115,49.2449,8.2912,Lustadt,Rheinland-Pfalz
14020,195,50.2558,7.3535,"M¸nstermaifeld,",Kr.
14021,209,49.827,8.332,Dienheim,Rheinland-Pfalz
14022,461,49.6353,7.2105,Dienstweiler,Rheinland-Pfalz
14023,476,50.1419,6.3126,Strickscheid,Rheinland-Pfalz
14024,197,49.9678,6.8593,"Wittlich,",Kreisstadt
14025,526,50.2596,6.802,Dreis-Br¸ck,Rheinland-Pfalz
14026,296,50.7316,7.7003,Isert,Rheinland-Pfalz
14027,372,50.2643,8.0072,Berghausen,Rheinland-Pfalz
14028,411,49.3684,7.4688,Martinshˆhe,Rheinland-Pfalz
14030,307,49.4716,7.762,Morlautern,Rheinland-Pfalz
14031,369,49.5725,6.4647,Merzkirchen,Rheinland-Pfalz
14032,78,50.4468,7.5357,Heimbach-Weis/Rhein,Rheinland-Pfalz
14033,248,49.7542,6.6932,Avelsbach,Rheinland-Pfalz
14034,143,49.8004,6.7833,Riol,Rheinland-Pfalz
14035,194,49.6334,8.0278,Weierhof,Rheinland-Pfalz
14036,529,50.0708,6.6242,Steinborn,Rheinland-Pfalz
14037,325,50.0066,6.4587,Wiersdorf/Stausee,Bitburg
14038,169,49.7756,7.6128,Meddersheim,Rheinland-Pfalz
14042,150,50.5849,7.1455,Leimersdorf-Nierendorf,Rheinland-Pfalz
14043,155,50.3837,7.5325,"M¸lheim-K‰rlich,",Kr.
14044,219,49.9747,8.0986,Ingelheim/Rhein,Rheinland-Pfalz
14045,88,50.0069,8.0916,Heidenfahrt,Rheinland-Pfalz
14046,116,49.9512,8.0074,Gau-Algesheim,Rheinland-Pfalz
14052,192,49.2165,8.0479,Siebeldingen,Rheinland-Pfalz
14063,88,49.9566,7.9642,Bingen-Gaulsheim,Rheinland-Pfalz
14065,115,49.6057,8.2531,Offstein,Rheinland-Pfalz
14071,180,49.6384,7.5749,Wiesweiler,Rheinland-Pfalz
14072,133,50.0902,7.1401,Neef,Rheinland-Pfalz
14081,136,50.2286,7.4137,Hatzenport,Rheinland-Pfalz
14093,211,49.9719,8.186,Drais-Finthen,Rheinland-Pfalz
14108,95,49.7473,8.384,Eich/Rheinhessen,Rheinland-Pfalz
14109,290,49.9357,6.2523,Kˆrperich-Gaytalpark,Rheinland-Pfalz
14138,73,52.1655,14.1224,Falkenberg,(Grenzschichtmessfeld)
14139,610,49.8967,7.5869,Entenpfuhl,Rheinland-Pfalz
15000,231,50.7983,6.0244,Aachen-Orsbach,Nordrhein-Westfalen
15161,286,50.5802,7.69,Maroth,Rheinland-Pfalz
15187,606,49.2703,7.8264,Hortenkopf,Rheinland-Pfalz
15207,317,51.2835,9.359,Schauenburg-Elgershausen,Hessen
15249,560,50.6936,8.0884,Liebenscheid,Rheinland-Pfalz
15444,593,48.4418,9.9216,Ulm-M‰hringen,Baden-W¸rttemberg
15555,815,47.8761,10.5849,Kaufbeuren-Oberbeuren,Bayern
15561,247,49.7461,7.3919,Fischbach/Nahe,Rheinland-Pfalz
15569,155,49.8073,7.9546,Wˆllstein,Rheinland-Pfalz
15813,40,52.5126,7.4131,Lingen-Baccum,Niedersachsen
15958,287,50.3996,7.2651,Glees/Laacher,See
16112,23,53.8683,13.2686,Heydenhof,Mecklenburg-Vorpommern
19100,97,50.4563,7.4962,Neuwied-Torney,Rheinland-Pfalz
19128,506,47.98,12.5479,Traunreut-Stein,Bayern
19171,13,54.0038,9.8553,Hasenkrug-Hardebek,Schleswig-Holstein
19172,48,54.0246,9.388,Wacken,Schleswig-Holstein
19225,560,50.5352,10.0966,Fladungen-Leubach,Bayern
19271,280,50.2996,9.7436,"Br¸ckenau,",Bad-Staatsbad
19274,610,47.8529,11.4999,Geretsried/Isar,Bayern
19275,455,50.3636,11.4917,Kronach-Mauthaus,(Talsperre)
19277,785,47.6474,10.8198,Halblech-Trauchgau/Ostallg‰u,Bayern
19303,200,49.9224,8.0183,Appenheim,Rheinland-Pfalz
19304,123,49.9152,7.9555,Dromersheim,Rheinland-Pfalz
